EAR,MAR,TIME
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
0.21842905976501178,0.7357022603955159,13:25:04.744110
0.23802374841486096,0.7357022603955159,13:25:09.821735
0.25737157688414075,0.47077018752058875,13:25:11.989783
